															
Item #	Pic File	Name	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	Not identified name	Sprite Index	Shape	Equip X	Equip Y	Notes
550	memcryst	Memory Crystal Alpha	0	N / A	Misc	0	0	1	0	Memory Crystal	132	0	0	0	Quest Item: Memory Crystal Alpha
551	memcryst	Memory Crystal Beta	0	N / A	Misc	0	0	1	0	Memory Crystal	132	0	0	0	Quest Item: Memory Crystal Beta
552	memcryst	Memory Crystal Delta	0	N / A	Misc	0	0	1	0	Memory Crystal	132	0	0	0	Quest Item: Memory Crystal Delta
553	memcryst	Memory Crystal Epsilon	0	N / A	Misc	0	0	1	0	Memory Crystal	132	0	0	0	Quest Item: Memory Crystal Epsilon
554	pouch1	Pouch of Bat Guano	0	N / A	Misc	0	0	3	0	Leather Pouch	69	0	0	0	Quest Item: This pouch is filled with smelly bat guano.
555	keys1	Bathhouse Key	0	N / A	Misc	0	0	6	0	Key	67	0	0	0	A small key.
556	keys2	Store Room Key	0	N / A	Misc	0	0	6	0	Key	67	0	0	0	A small key.
557	keys3	Treasure Room Key	0	N / A	Misc	0	0	6	0	Key	67	0	0	0	A small key.
558	keys4	Secret Door Key	0	N / A	Misc	0	0	6	0	Key	67	0	0	0	A small key.
559	keys5	Chest Key	0	N / A	Misc	0	0	6	0	Key	67	0	0	0	A small key.
560	keys6	Guild Key	0	N / A	Misc	0	0	6	0	Key	67	0	0	0	A small key.
561	keys1	Bathhouse Key	0	N / A	Misc	0	0	6	0	Key	67	0	0	0	A small key.
562	keys2	Store Room Key	0	N / A	Misc	0	0	6	0	Key	67	0	0	0	A small key.
563	keys3	Treasure Room Key	0	N / A	Misc	0	0	6	0	Key	67	0	0	0	A small key.
564	keys4	Warlord's Key	0	N / A	Misc	0	0	6	0	Key	67	0	0	0	A small key.
565	keys5	Storage Key	0	N / A	Misc	0	0	6	0	Key	67	0	0	0	A small key.
566	keys6	Cell Key	0	N / A	Misc	0	0	6	0	Key	67	0	0	0	A small key.
567	keys1	High Cleric's Key	0	N / A	Misc	0	0	6	0	Key	67	0	0	0	A small key.
568	keys2	Treasure Room Key	0	N / A	Misc	0	0	6	0	Key	67	0	0	0	A small key.
569	keys3	Teleporter Key	0	N / A	Misc	0	0	6	0	Key	67	0	0	0	A small key.
570	keys4	Hive Sanctum Key	0	N / A	Misc	0	0	6	0	Key	67	0	0	0	A small key.
571	keys5	Storage Key	0	N / A	Misc	0	0	6	0	Key	67	0	0	0	A small key.
572	keys6	Cell Key	0	N / A	Misc	0	0	6	0	Key	67	0	0	0	A small key.
573	keys1	Water Temple Key	0	N / A	Misc	0	0	6	0	Key	67	0	0	0	A small key.
574	keys2	Flame Door Key	0	N / A	Misc	0	0	6	0	Key	67	0	0	0	A small key.
575	keys3	Back Door Key	0	N / A	Misc	0	0	6	0	Key	67	0	0	0	A small key.
576	keys4	Bibliotheca Chest Key	0	N / A	Misc	0	0	6	0	Key	67	0	0	0	A small key.
577	keys5	VARN Chest Key	0	N / A	Misc	0	0	6	0	Key	67	0	0	0	A small key.
578	keys6	Sewer Key	0	N / A	Misc	0	0	6	0	Key	67	0	0	0	A small key.
579	amulet5	Fire Amulet	0	Amulet	Misc	0	0	4	0	Amulet	33	0	0	0	"Quest Item:  Set in gold etched with ancient runes, the ruby heart of this amulet glows faintly."
580	scroll4	Dark Containment	0	N / A	Misc	0	0	2	0	Spell Scroll	35	0	0	0	Quest Item:  Dark Containment
