															
Item #	Pic File	名称	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	未鉴定名称	Sprite Index	Shape	Equip X	Equip Y	介绍
534	scroll5	致阿加的信件	0	Mscroll	Misc	M35	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
535	scroll5	致加里克的信件	0	Mscroll	Misc	M36	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
536	scroll5	忠告	0	Mscroll	Misc	M37	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
537	scroll5	船长的密码	0	Mscroll	Misc	M38	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
538	scroll5	大副的密码	0	Mscroll	Misc	M39	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
539	scroll5	导航员的密码	0	Mscroll	Misc	M40	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
540	scroll5	通讯官的密码	0	Mscroll	Misc	M41	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
541	scroll5	工程师的密码	0	Mscroll	Misc	M42	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
542	scroll5	医生的密码	0	Mscroll	Misc	M43	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
543	scroll5	大耳怪前哨密码	0	Mscroll	Misc	M44	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
544	scroll5	虚空仪式书	0	Mscroll	Misc	M45	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
545	scroll5	罗兰德游记	0	Mscroll	Misc	M46	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
546	scroll5	公告	0	Mscroll	Misc	M47	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
547	scroll5	消息名称	0	Mscroll	Misc	M48	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
548	scroll5	消息名称	0	Mscroll	Misc	M49	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
549	scroll5	消息名称	0	Mscroll	Misc	M50	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
550	memcryst	阿尔法记忆水晶	0	N / A	Misc	0	0	1	0	记忆水晶	132	0	0	0	任务物件：阿尔法记忆水晶
551	memcryst	贝塔记忆水晶	0	N / A	Misc	0	0	1	0	记忆水晶	132	0	0	0	任务物件：贝塔记忆水晶
552	memcryst	德尔塔记忆水晶	0	N / A	Misc	0	0	1	0	记忆水晶	132	0	0	0	任务物件：德尔塔记忆水晶
553	memcryst	伊普斯隆记忆水晶	0	N / A	Misc	0	0	1	0	记忆水晶	132	0	0	0	任务物件：伊普斯隆记忆水晶
554	pouch1	蝙蝠粪袋	0	N / A	Misc	0	0	3	0	皮囊	69	0	0	0	任务物件：这个皮囊中装着味道难闻的蝙蝠粪。
555	keys1	浴室钥匙	0	N / A	Misc	0	0	6	0	钥匙	67	0	0	0	一把钥匙
556	keys2	贮藏室钥匙	0	N / A	Misc	0	0	6	0	钥匙	67	0	0	0	一把钥匙
557	keys3	宝藏库钥匙	0	N / A	Misc	0	0	6	0	钥匙	67	0	0	0	一把钥匙
558	keys4	密门钥匙	0	N / A	Misc	0	0	6	0	钥匙	67	0	0	0	一把钥匙
559	keys5	木箱钥匙	0	N / A	Misc	0	0	6	0	钥匙	67	0	0	0	一把钥匙
560	keys6	教派钥匙	0	N / A	Misc	0	0	6	0	钥匙	67	0	0	0	一把钥匙
561	keys1	浴室钥匙	0	N / A	Misc	0	0	6	0	钥匙	67	0	0	0	一把钥匙
562	keys2	储藏室钥匙	0	N / A	Misc	0	0	6	0	钥匙	67	0	0	0	一把钥匙
563	keys3	宝藏库钥匙	0	N / A	Misc	0	0	6	0	钥匙	67	0	0	0	一把钥匙
564	keys4	军阀钥匙	0	N / A	Misc	0	0	6	0	钥匙	67	0	0	0	一把钥匙
565	keys5	仓库钥匙	0	N / A	Misc	0	0	6	0	钥匙	67	0	0	0	一把钥匙
566	keys6	房间钥匙	0	N / A	Misc	0	0	6	0	钥匙	67	0	0	0	一把钥匙
567	keys1	主教钥匙	0	N / A	Misc	0	0	6	0	钥匙	67	0	0	0	一把钥匙
568	keys2	宝藏库钥匙	0	N / A	Misc	0	0	6	0	钥匙	67	0	0	0	一把钥匙
569	keys3	远距离传送室钥匙	0	N / A	Misc	0	0	6	0	钥匙	67	0	0	0	一把钥匙
570	keys4	蜂房圣地钥匙	0	N / A	Misc	0	0	6	0	钥匙	67	0	0	0	一把钥匙
571	keys5	仓库钥匙	0	N / A	Misc	0	0	6	0	钥匙	67	0	0	0	一把钥匙
572	keys6	房间钥匙	0	N / A	Misc	0	0	6	0	钥匙	67	0	0	0	一把钥匙
573	keys1	圣水庙钥匙	0	N / A	Misc	0	0	6	0	钥匙	67	0	0	0	一把钥匙
574	keys2	火焰之门钥匙	0	N / A	Misc	0	0	6	0	钥匙	67	0	0	0	一把钥匙
575	keys3	后门钥匙	0	N / A	Misc	0	0	6	0	钥匙	67	0	0	0	一把钥匙
576	keys4	图书馆圣箱钥匙	0	N / A	Misc	0	0	6	0	钥匙	67	0	0	0	一把钥匙
577	keys5	维兰之箱钥匙	0	N / A	Misc	0	0	6	0	钥匙	67	0	0	0	一把钥匙
578	keys6	下水道钥匙	0	N / A	Misc	0	0	6	0	钥匙	67	0	0	0	一把钥匙
579	amulet5	火焰护身符	0	Amulet	Misc	0	0	4	0	护身符	33	0	0	0	任务物件：镶有黄金，附有古代咒符的护身符。中心的红宝石散发幽暗的灵光。
580	scroll4	黑暗之神	0	N / A	Misc	0	0	2	0	咒语卷轴	35	0	0	0	任务物件：黑暗之神。
