Id	Name	NotIdentifiedName 	Notes
220	Potion Bottle	Potion Bottle	An empty bottle suitable for storing magic potions.
221	Catalyst	Gray Potion	"You can mix catalysts with other potions to affect their strength. Mix a potion with a catalyst and the potion will take on the strength of the catalyst. (To mix two potions, pick up one and right-click it over the other.) "
222	Cure Wounds	Red Potion	"Heals 10 plus the potion strength hit points.  (To drink, pick the potion up and right-click over a character's portrait.  To mix two potions, pick up one and right-click it over the other.)"
223	Magic Potion	Blue Potion	"Restores 10 plus the potion strength spell points.  (To drink, pick the potion up and right-click over a character's portrait.  To mix two potions, pick up one and right-click it over the other.)"
224	Cure Weakness	Yellow Potion	"Cures Weakness.  (To drink, pick the potion up and right-click over a character's portrait.  To mix two potions, pick up one and right-click it over the other.)"
225	Cure Disease	Orange Potion	"Cures Disease. (To drink, pick the potion up and right-click over a character's portrait.  To mix two potions, pick up one and right-click it over the other.)"
226	Cure Poison	Purple Potion	"Cures Poison.  (To drink, pick the potion up and right-click over a character's portrait.  To mix two potions, pick up one and right-click it over the other.)"
227	Awaken	Green Potion	"Removes Sleep condition.  (To drink, pick the potion up and right-click over a character's portrait.  To mix two potions, pick up one and right-click it over the other.)"
228	Haste	Layered Potion	"Grants Haste (as the spell) for 30 minutes per point of potion strength.  (To drink, pick the potion up and right-click over a character's portrait.  To mix two potions, pick up one and right-click it over the other.)"
229	Heroism	Layered Potion	"Grants Heroism (as the spell) for 30 minutes per point of potion strength.  (To drink, pick the potion up and right-click over a character's portrait.  To mix two potions, pick up one and right-click it over the other.)"
230	Bless	Layered Potion	"Grants Bless (as the spell) for 30 minutes per point of potion strength.  (To drink, pick the potion up and right-click over a character's portrait.  To mix two potions, pick up one and right-click it over the other.)"
231	Preservation	Layered Potion	"Grants Preservation (as the spell) for 30 minutes per point of potion strength.  (To drink, pick the potion up and right-click over a character's portrait.  To mix two potions, pick up one and right-click it over the other.)"
232	Shield	Layered Potion	"Grants Shield (as the spell) for 30 minutes per point of potion strength.  (To drink, pick the potion up and right-click over a character's portrait.  To mix two potions, pick up one and right-click it over the other.)"
233	Recharge Item	Layered Potion	"Grants Recharge Item (as the spell).  The item permanently loses 70%-point of potion strength of its charges.   (To use, pick the potion up and right-click over an item with charges.  To mix, pick the potion up and right-click over another potion.)"
234	Stoneskin	Layered Potion	"Grants Stone Skin (as the spell) for 30 minutes per point of potion strength.  (To drink, pick the potion up and right-click over a character's portrait.  To mix two potions, pick up one and right-click it over the other.)"
235	Water Breathing	Layered Potion	"Prevents drowning damage.  (To drink, pick the potion up and right-click over a character's portrait.  To mix two potions, pick up one and right-click it over the other.)"
236	Harden Item	Layered Potion	"Increases an item's toughness, making it more resistant to breaking.  (To use, pick the potion up and right-click over an item.  To mix, pick the potion up and right-click over another potion.)"
237	Remove Fear	Layered Potion	"Cures Fear.  (To drink, pick the potion up and right-click over a character's portrait.  To mix two potions, pick up one and right-click it over the other.)"
238	Remove Curse	Layered Potion	"Cures Curse.  (To drink, pick the potion up and right-click over a character's portrait.  To mix two potions, pick up one and right-click it over the other.)"
239	Cure Insanity	Layered Potion	"Cures Insanity. (To drink, pick the potion up and right-click over a character's portrait.  To mix two potions, pick up one and right-click it over the other.)"
240	Might Boost	White Potion	"Increases temporary Might by three times the strength of the potion for 30 minutes per point of strength of the potion.  (To drink, pick the potion up and right-click over a character's portrait.  To mix two potions, pick up one and right-click it over the other.)"
241	Intellect Boost	White Potion	"Increases temporary Intellect by three times the strength of the potion for 30 minutes per point of strength of the potion.  (To drink, pick the potion up and right-click over a character's portrait.  To mix two potions, pick up one and right-click it over the other.)"
242	Personality Boost	White Potion	"Increases temporary Personality by three times the strength of the potion for 30 minutes per point of strength of the potion.  (To drink, pick the potion up and right-click over a character's portrait.  To mix two potions, pick up one and right-click it over the other.)"
243	Endurance Boost	White Potion	"Increases temporary Endurance by three times the strength of the potion for 30 minutes per point of strength of the potion.  (To drink, pick the potion up and right-click over a character's portrait.  To mix two potions, pick up one and right-click it over the other.)"
244	Speed Boost	White Potion	"Increases temporary Speed by three times the strength of the potion for 30 minutes per point of strength of the potion.  (To drink, pick the potion up and right-click over a character's portrait.  To mix two potions, pick up one and right-click it over the other.)"
245	Accuracy Boost	White Potion	"Increases temporary Accuracy by three times the strength of the potion for 30 minutes per point of strength of the potion.  (To drink, pick the potion up and right-click over a character's portrait.  To mix two potions, pick up one and right-click it over the other.)"
246	Flaming Potion	White Potion	"Adds the ""of Flame"" property to a non-magic weapon for 30 minutes per point of strength of the potion.  (To use, pick the potion up and right-click over a non-magic weapon.  To mix, pick the potion up and right-click over another potion.)"
247	Freezing Potion	White Potion	"Adds the ""of Frost"" property to a non-magic weapon for 30 minutes per point of strength of the potion.  (To use, pick the potion up and right-click over a non-magic weapon.  To mix, pick the potion up and right-click over another potion.)"
248	Noxious Potion	White Potion	"Adds the ""of Poison"" property to a non-magic weapon for 30 minutes per point of strength of the potion.  (To use, pick the potion up and right-click over a non-magic weapon.  To mix, pick the potion up and right-click over another potion.)"
249	Shocking Potion	White Potion	"Adds the ""of Sparks"" property to a non-magic weapon for 30 minutes per point of strength of the potion.  (To use, pick the potion up and right-click over a non-magic weapon.  To mix, pick the potion up and right-click over another potion.)"
250	Swift Potion	White Potion	"Adds the ""of Swiftness"" property to a non-magic weapon for 30 minutes per point of strength of the potion.  (To use, pick the potion up and right-click over a non-magic weapon.  To mix, pick the potion up and right-click over another potion.)"
251	Cure Paralysis	White Potion	"Cures Paralysis.  (To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion.)"
252	Divine Restoration	White Potion	"Removes all adverse conditions (except Death, Stoned, or Eradicated).  (To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion.)"
253	Divine Cure	White Potion	"Heals five times the potion's strength of hit points.  (To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion.)"
