NPC Data (Special)			Group			Current	Profession	Greet	Join	Event	Event	Event	Event	Event	Event	
1091	Loretta Fleise	0029	0	0	0	0	0	0	0	1679	0	0	0	0	0	loretta for the second druid promo
1092	Runaway Chaos	0980	0	0	0	0	0	0	0	0	0	0	0	0	0	
1093	Slovang Arcanos	0453	0	0	0	1216	1	0	0	0	0	0	0	0	0	Smith
1094	Brian Telemere	0452	0	0	0	1231	2	0	0	0	0	0	0	0	0	Armorer
1095	Ken Chomais	0451	0	0	0	1217	3	0	0	0	0	0	0	0	0	Alchemist
1096	Christian Vela	0450	0	0	0	1232	4	0	0	0	0	0	0	0	0	Scholar
1097	Michael Tuck	0449	0	0	0	1247	5	0	0	0	0	0	0	0	0	Guide
1098	Anthony Hargraine	0447	0	0	0	1276	6	0	0	0	0	0	0	0	0	Tracker
1099	Miles Loman	0446	0	0	0	1305	7	0	0	0	0	0	0	0	0	Pathfinder
1100	Zeke Magellan	0444	0	0	0	1329	8	0	0	0	0	0	0	0	0	Sailor
1101	Tyger Helms	0443	0	0	0	1353	9	0	0	0	0	0	0	0	0	Navigator
1102	Wolf Armstrong	0442	0	0	0	1364	10	0	0	0	0	0	0	0	0	Healer
1103	Rockwell Humdring	0441	0	0	0	1277	11	0	0	0	0	0	0	0	0	Expert Healer
1104	Carl Moramir	0440	0	0	0	1263	12	0	0	0	0	0	0	0	0	Master Healer
1105	Vance Cornelius	0438	0	0	0	1318	13	0	0	0	0	0	0	0	0	Teacher
1106	Norris Horton	0437	0	0	0	1398	24	0	0	0	0	0	0	0	0	barrister
1107	Stile Bloke	0436	0	0	0	1407	15	0	0	0	0	0	0	0	0	Arms Master
1108	Abdul	0230	0	0	0	1602	0	0	0	1437	1438	0	0	0	0	Abdul (B3)
1109	Najat Ramadi	0237	0	0	0	1604	0	0	0	1439	1442	1445	0	0	0	Armor Pyramid (B3)
1110	Hans Schultz	0433	0	0	0	1481	18	0	0	0	0	0	0	0	0	Mystic
1111	Donald Dorfus	0432	0	0	0	1509	19	0	0	0	0	0	0	0	0	Spell Master
1112	Richard Harp	0431	0	0	0	1516	20	0	0	0	0	0	0	0	0	Trader
1113	Stephen Iago	0430	0	0	0	1519	21	0	0	0	0	0	0	0	0	Merchant
1114	Lawrence Aleman	0429	0	0	0	1540	0	0	0	1426	0	0	0	0	0	Temple Gong buyer (C2)
1115	Terry Ros	0428	0	0	0	1436	19	0	0	1435	0	0	0	0	0	Lich Book Quest (C3)
1116	Alex Morrow	0427	0	0	0	1445	25	0	0	0	0	0	0	0	0	Barrister
1117	Castor Lithgow	0426	0	0	0	1346	24	0	0	0	0	0	0	0	0	Tinker
1118	Egor Ivanovich	0425	0	0	0	1420	28	0	0	0	0	0	0	0	0	Locksmith
1119	Jacques Roscomon	0424	0	0	0	1428	27	0	0	0	0	0	0	0	0	Fool
1120	Shiela Wind	0423	0	0	0	1527	26	0	0	0	0	0	0	0	0	Chimney Sweep
1121	Bronwyn Blue	0422	0	0	0	1529	29	0	0	0	0	0	0	0	0	Porter
1122	Daniel Forosmini	0421	0	0	0	1541	30	0	0	0	0	0	0	0	0	Quarter Master
1123	Bejamin Sotherland	0420	0	0	0	1431	31	0	0	0	0	0	0	0	0	Factor
1124	Harold Amwen	0419	0	0	0	1440	32	0	0	0	0	0	0	0	0	Banker
1125	Leo Grant	0418	0	0	0	1449	33	0	0	0	0	0	0	0	0	Cook
1126	Lorn Hammer	0417	0	0	0	1457	34	0	0	0	0	0	0	0	0	Chef
1127	David Pike	0416	0	0	0	1464	35	0	0	0	0	0	0	0	0	Horseman
1128	Barry Shepherd	0415	0	0	0	1414	36	0	0	0	0	0	0	0	0	Bard
1129	Robin Lang	0414	0	0	0	1423	37	0	0	0	0	0	0	0	0	Enchanter
1130	Dom Malikto	0413	0	0	0	1432	38	0	0	0	0	0	0	0	0	Cartographer
1131	Josef Logger	0412	0	0	0	1441	39	0	0	0	0	0	0	0	0	Wind Master
1132	Jult Bandito	0411	0	0	0	1450	40	0	0	0	0	0	0	0	0	Water Master
1133	Piter Harkonnen	0410	0	0	0	1458	41	0	0	0	0	0	0	0	0	Gate Master
1134	Saul Fogg	0409	0	0	0	1465	42	0	0	0	0	0	0	0	0	Acolyte
1135	Arther Jelnic	0408	0	0	0	1470	43	0	0	0	0	0	0	0	0	Piper
1136	Abe Markoviac	0407	0	0	0	1475	44	0	0	0	0	0	0	0	0	Explorer
1137	Shel Stineway	0406	0	0	0	1480	45	0	0	0	0	0	0	0	0	Pirate
1138	Les Parker	0405	0	0	0	1485	46	0	0	0	0	0	0	0	0	Squire
1139	Ray Boswell	0404	0	0	0	1490	47	0	0	0	0	0	0	0	0	Psychic
1140	Sly Silverstone	0403	0	0	0	1495	48	0	0	0	0	0	0	0	0	Gypsy
1141	Marc Teagan	0402	0	0	0	1500	49	0	0	0	0	0	0	0	0	Negotiator
1142	Harper Nike	0401	0	0	0	1504	50	0	0	0	0	0	0	0	0	Duper
1143	Trevor Jones	0400	0	0	0	1508	51	0	0	0	0	0	0	0	0	Burglar
1144	Gerrold Dane	0399	0	0	0	1512	52	0	0	0	0	0	0	0	0	Peasant
1145	Peace Stringer	0398	0	0	0	1515	53	0	0	0	0	0	0	0	0	Serf
1146	Trent Jameson	0397	0	0	0	1518	54	0	0	0	0	0	0	0	0	Tailor
1147	Yves Meeks	0396	0	0	0	1521	55	0	0	0	0	0	0	0	0	Laborer
1148	Dean Frimple	0395	0	0	0	1551	56	0	0	0	0	0	0	0	0	Farmer
1149	Lisa Janway	0394	0	0	0	1552	57	0	0	0	0	0	0	0	0	Cooper
1150	Tor Brock	0393	0	0	0	1553	58	0	0	0	0	0	0	0	0	Potter
1151	Cheryl Ahmanson	0392	0	0	0	1554	59	0	0	0	0	0	0	0	0	Weaver
1152	Lyle Roma	0391	0	0	0	1555	75	0	0	0	0	0	0	0	0	noble
1153	Renee Blackburn	0390	0	0	0	1556	0	0	0	1430	0	0	0	0	0	Golden Pyramid Buyer (C2)
1154	Lon Miller	0389	0	0	0	1557	0	0	0	1427	0	0	0	0	0	Bone Buyer (C2)
1155	Davis Carp	0388	0	0	0	1558	0	0	0	1428	0	0	0	0	0	Lodestone Buyer (C2)
1156	Nick Fenster	0387	0	0	0	1559	0	0	0	1431	0	0	0	0	0	Keg of Wine Buyer (C2)
1157	Sy Roth	0386	0	0	0	1560	0	0	0	1432	0	0	0	0	0	Tooth Buyer (C2)
1158	Mort Arnosti	0385	0	0	0	1561	66	0	0	0	0	0	0	0	0	Trapper
1159	Geoff Southy	0383	0	0	0	1562	0	0	0	1433	0	0	0	0	0	Four Leaf Clover Buyer (C2)
1160	Dillan Robinson	0382	0	0	0	1563	0	0	0	1434	0	0	0	0	0	Amber Buyer (C2)
1161	Ian Trom	0380	0	0	0	1408	20	0	0	0	0	0	0	0	0	locksmith
1162	Darth Cartwright	0379	0	0	0	1408	16	0	0	0	0	0	0	0	0	weapons master
1163	Jason Duster	0378	0	0	0	1417	37	0	0	0	0	0	0	0	0	enchanter
1164	Paul Hapsburg	0377	0	0	0	1417	12	0	0	0	0	0	0	0	0	master healer
1165	Kerman Murian	0227	0	0	0	1603	0	0	0	1440	1443	1446	0	0	0	Weapon Trader (B3)
1166	Irbil Baktarian	0075	0	0	0	1605	0	0	0	1441	1444	1447	0	0	0	Misc Trader (B3)
1167	Tracy Neather	0370	0	0	0	1340	75	0	0	0	0	0	0	0	0	Noble
1168	Ty Cognac	0364	0	0	0	1352	76	0	0	0	0	0	0	0	0	Gambler
1169	Joy Brown	0354	0	0	0	1363	1	0	0	0	0	0	0	0	0	Smith
1170	Larry Dorfmann	0352	0	0	0	1374	2	0	0	0	0	0	0	0	0	Armorer
1171	Nero Claudius	0351	0	0	0	1385	3	0	0	0	0	0	0	0	0	Alchemist
1172	Drusis Tiberio	0350	0	0	0	1395	4	0	0	0	0	0	0	0	0	Scholar
1173	Iris Amble	0347	0	0	0	1405	5	0	0	0	0	0	0	0	0	Guide
1174	Candice Streep	0341	0	0	0	1415	6	0	0	0	0	0	0	0	0	Tracker
1175	Rus Hockwoller	0325	0	0	0	1424	7	0	0	0	0	0	0	0	0	Pathfinder
1176	Jake Green	0308	0	0	0	1433	8	0	0	0	0	0	0	0	0	Sailor
1177	Blaze the Circus Master	1027	0	0	0	1595	0	0	0	1417	1418	0	0	0	0	Circus Master
1178	Sir William Tarquin	0994	0	0	0	1596	0	0	0	1419	1420	0	0	0	0	Might Game
1179	Pip Darkstone	1012	0	0	0	1597	0	0	0	1419	1421	0	0	0	0	Endurance Game
1180	Shalaz Zalas	1005	0	0	0	1598	0	0	0	1419	1422	0	0	0	0	Speed Game
1181	Azure Windsong	1017	0	0	0	1599	0	0	0	1419	1423	0	0	0	0	Accuracy Game
1182	Gnimish Goroth	0976	0	0	0	1600	0	0	0	1419	1424	0	0	0	0	Luck Game
1183	Teleron Prentice	1014	0	0	0	1601	0	0	0	1419	1425	0	0	0	0	Intellect Game
1184	Random MapNPC 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1185	Random MapNPC 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1186	Random MapNPC 3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1187	Random MapNPC 4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1188	Random MapNPC 5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1189	Random MapNPC 6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1190	Random MapNPC 7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1191	Random MapNPC 8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1192	Random MapNPC 9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1193	Random MapNPC 10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1194	Random MapNPC 11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1195	Random MapNPC 12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1196	Random MapNPC 13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1197	Random MapNPC 14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1198	Random MapNPC 15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1199	Random MapNPC 16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1200	Random MapNPC 17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1201	Random MapNPC 18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1202	Random MapNPC 19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1203	Random MapNPC 20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1204	Random MapNPC 21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1205	Random MapNPC 22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1206	Random MapNPC 23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1207	Random MapNPC 24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1208	Random MapNPC 25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1209	Random MapNPC 26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1210	Random MapNPC 27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1211	Random MapNPC 28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1212	Random MapNPC 29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1213	Random MapNPC 30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1214	Random MapNPC 31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1215	Random MapNPC 32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1216	Random MapNPC 33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1217	Random MapNPC 34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1218	Random MapNPC 35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1219	Random MapNPC 36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1220	Random MapNPC 37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1221	Random MapNPC 38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1222	Random MapNPC 39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1223	Random MapNPC 40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1224	Random MapNPC 41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
