News # 	Text	Notes / Topic	
831	Come to think of it, the animals all started to go away when the stories of the devils in the West started cropping up.  Yep.  That's probably it.  Pesky critters!	Spooked Animals
832	I'm so pitiful, the bandits that prowl the roads even laugh at me!	Wretch
833	If you think your reputation is getting too bad for people to tolerate you, you should check yourself into a temple and start donating, my friend.  The temple will spread word of your generosity far and wide, and people will think better of you for it.	Notoriety
834	If you're going to hunt anything, you'll need a bow.  I don't think you are fast enough to chase a deer down with your sword.	Bows
835	When I was much younger, I had a chance to see the ruined library of the Church of the Moon at Karigor.  It was made entirely of jade and marble, and once contained the wisdom of the ages within its hallowed halls. If ever you have a chance to visit, take it!	Library at Karigor
836	The main Temple of Baa is just northwest of Blackshire.  Only members of Baa are allowed inside.	Temple
837	The High Council isn't just an ordinary city council– they are the body that represents the lords of the land.  They vote on important matters of state that need to be taken before the king.  They also control access to the Oracle.	High Council
838	It is important for guards to be patient.  We can't go out and look for trouble; we need to wait for trouble to find us.	Patience
839	The poor queen has lost both her father and her husband.  Hopefully, nothing will happen to Nicolai. 	Catherine
840	I'm wondering if something foul indeed fell from the sky that Night two years ago.  I am not, however, of the opinion that it was an avenging angel!  More like a devil, if you ask me!	Meteors
841	I'm fine!  Why do you ask?	Madness
842	Why do grown-ups always have to fight?  Why can't people just get along?	Fighting
843 Sn	What're ya gallivanting' around here for on a Sunday?  It's a day of rest, kid, REST, I say!	Rest
844	There are two kinds of magic armor– armor that increases your protection, and armor that is lighter and easier to wear.  A few rare kinds of armor have both of those properties.	Magic Armor
845	When a wand runs out of charges, you've lost the value of the wand.  They can never be recharged, but it's usually possible to find a sucker to buy the wand at full price  just before the charges run out.	Recharging Wands
846	Combining potions in the right proportions can achieve formulas that do very unusual things.  The Guild of Alchemists closely guards the secrets of which potions have which effects.	Potions
847	I don't have much taste for civilization, but you can rest assured that more goods and services will be available on the east coast of Enroth than anywhere else– particularly Free Haven.	Civilization
848	Horses provide an excellent means of travelling if you can afford the cost.  All of the towns and castles  on the mainland have stables where you can hire horses.	Horses
849	Mages are so lazy, they've formulated several spells to transport people instantly from place to place.  These spells are good, but there's nothing like a REAL journey.	Magic Transportation
850	I've heard there are sorcerers for hire who can cast the Walk on Water spell if you can't do it yourself.  They charge a lot, though.	Water Walking Spells
851	You need to be careful when planning your boat travels.  Certain areas are too dangerous to sail to during parts of the year.	Travel Seasons
852	It is important to get treatment for diseases and poisons.  The longer they go untreated, the harder they are to cure.  Getting poisoned or diseased more than once worsens your situation.	Disease and Poison
853	The highest level spell in the school of body, Power Cure is an effective way to heal the entire party quickly.  One Power Cure heals more damage faster than 4 smaller healing spells.	Power Cure
854	You generally have more hit points than spell points, so it is often faster to heal yourself as best as possible with magic, then rest.  You can cut down on your resting times quite a bit this way.	Resting
855	As your level of experience increases, so does the amount of experience you need to improve.  You'll get more benefit from a magical effect or reward that increases your level directly later in your life because of this rule.	Experience
856	Prince Nicolai shows incredible perception and creativity for his young age, much like his father did.  I don't think people give him enough credit– they're more concerned with his age than his ability.	Nicolai
857	It pays to know how to use two or three different kinds of weapons, kid.  That way you can change tactics in battle if an opponent isn't getting hurt by your favorite fish gutter, if ya know what I mean!	Weapons
858	Osric is not only a master warrior, but an ingenious general.  I'm glad to see that he's not taking the recent attacks by the devils lightly.  He's already working on ways to fight back, but the situation looks pretty grim.  If anyone can come up with a way to fight them, however, it's Osric.	Osric Temper
859	If you're facing an opponent that can't be put down with direct damage spells, try a mental attack spell, or something that freezes them in place.  This can often give the warriors in your group time to pound the enemy into the ground while distracted by your spell.	Mental Attacks
860	Gharik attempted to recreate some of the weapons from the Time of Wonders in his forge.  He was never successful, but a number of his experiments provided useful information for enchanting weapons and summoning creatures.	Gharik
861	A few Guilds of the Elements exist.  Though their knowledge of the individual elements isn't as pervasive as the more specialized guilds, they are an excellent resource to broaden your knowledge of all the elements.	Elemental Magic Guilds
862	The essence of life!  Gold oils the squeaking wheel, silences the witness, or loosens his tongue.  Gold puts food on the table and wood in the fire.  How I love thee, O mighty gold.  Never run out of gold, my friend.  Never!	Gold
863	The most important part of being a merchant can't be taught.  You need to learn to notice a good buy when you see one, and make the good deals when you can.  If you pick up something for cheap in one town, there's a good chance you can sell it somewhere else for a profit.	Speculation
864	I traveled to the lands west of Blackshire recently, and what I saw chilled my blood.  Devils running about a ruined, blighted landscape, killing any humans they ran across.  Something is terribly wrong.  I just don't know why someone isn't doing something about it!	Devils
865	Compared to many countries, Enroth is a very tolerant kingdom.  Nonetheless, you can end up in jail if you commit enough crimes and are foolish enough to show your face to a guard.  	Law and Jail
866	Diplomacy is the key to negotiation, and negotiation is the key to many closed doors in the world.  You must be able to sip champagne with the highest lords and guzzle ale with the lowest scum if you want to succeed.	Negotiating
867	Find a penny, pick it up, all the day you'll have good luck!	Find a Penny
868	Most of the great treasure you'll find will be locked away in a chest or box.  It only makes sense to protect your valuables.	Chests
869	It is better to talk and let them think you a fool than to keep silent and prove it!	Talking
870	Poor Eric's temper matches the weather in his kingdom.  Seeing a smile on his face is about as rare as seeing the sun in White Cap.  He's got the wrong way of looking at things, ol' Eric does.	Eric Von Stromgard
871	Lady Fleise is the most difficult mistress to work for in all Enroth, you can be sure of that!  Penny pinching, heart of stone she has!  	Loretta Fleise
872	Different terrains are easier to forage and hunt in.  You don't need to use quite as much food in grasslands, for example, as you do in the desert.  Keep this in mind when you choose a place to camp.	Food Supply
873	Times are tough, and the banks have stopped giving interest payments on deposits recently.  Don't expect anything but security when you put your money in the bank– interest is a thing of the past!	Time
874	Loretta's managed to make money by creating and exploiting her lead position in the shipping industry.  She's able to manipulate shipping prices all over the kingdom which brings in quite a bit of money.  I only wish I handled her accounts.	Loretta Fleise
875	Better and fresher food that keeps longer is also more expensive.  People out west have figured out the trick of making food that keeps for a long time.	Cost of Food
876	Herbs can be used to create magical potions.  I don't know the procedure, but I know it's possible.  I wonder how those taste?	Alchemy
877	Although it can be expensive, travel using the stables is faster than most any other way, excepting magic, and not many people can do that!  If you're broke, you'll have to hoof it yourself, but don't forget the food cost of travelling by foot!  	Price of riding
878	I love to perform!  I love to travel!  There is no life like that of a bard.  The best gossip, the best food, and, most importantly, the best drink available… why would I ever want to be anything else?	Songs
879	Though you can't hear it, the stars and the planets sing as they travel through the sky.  It is the Music of the Spheres– the grandest symphony in the universe!	Music of the Spheres
880	I've heard there are sorcerers for hire who can cast the Walk on Water spell if you can't do it yourself.  They charge a lot, though.	Water walking Spells
881	Flying is certainly easier than walking.  Safer, for the most part, too.  The only problem is that the Fly spell continually drains your power, so you need to plan your flight trips carefully so the spell doesn't run out.	Flying
882	Water walking– my specialty– permits you to walk across most bodies of water as though you were on dry land.  You have to be careful, though, or the spell will run out while you're still over the water.  	Water walking Spells
883	I've had to rescue a number of doomed expeditions, and let me tell you the one thing I've learned.  If you go somewhere that you don't think you can handle, RETREAT.  No one will think less of you for it.	Retreat
884	The magics of mind, body, and spirit are the magics of the soul and the self.  To improve one's understanding of them is to improve one's standing with the gods.  	Self Improvement
885	Many people have contempt for the simple music of a travelling minstrel, but it is the work of a lifetime to get good at what I do.	Music
886	Many areas with magical powers are scattered around the world.  Most often, they are in out of the way locations.  It's to your best benefit to try and discover and use as many of these as you can.	Special Locations
887	People say bad things about my homeland of Regna all the time, but they don't know what they're talking about.  Never will you find a more fun loving, happy people than on Regna, nor a more fiercely independent people.	Regna
888	The best way to learn is to make sure to fight challenging opponents.  You don't grow by picking on things weaker than yourself.  The true path to glory leads through winning tougher and tougher battles.	Opponents
889	There is a mystical deck of tarot cards some claim to have seen.  No person ever sees the deck twice.  To draw from the deck is to draw a new hand in the game of life.	Tarot Cards
890	Most of the dangerous areas left in the world are found to the west.  Paradise Valley and Dragonsand are the most notable, though the western parts of the Frozen Highlands and the Mire of the Damned are difficult as well.  As a general rule, the farther west, the more difficult.	The West
891	I can't stress the importance of diplomacy enough.  A good diplomat can excuse any action, no matter how foul. 	Diplomacy
892	Devils!  Bah!  They're nothing more than illusions created by mages hiding vast treasure somewhere in Paradise Valley.  I know a few of those sorcerers personally, you see.  This ring I'm wearing was a gift from one of them.	Devils
893	Some people are born to trade, or negotiate, or fight, or study.  I'm born to steal, and I'm pretty good at it.  Times are a lot harder now because of all the calamities; it's hard to find things worth stealing anymore– people are way too careful with what they have.	Stealing
894	Thank God for Sundays!  If I had to work every day I think I would revolt against my noble oppressors and replace them with a capitalist-bourgeoisie run quasi-democratic society where I would still have to work long hours for little pay.	Labor
895	I wonder what life was like before the Silence with a governor in charge of everything?  It couldn't have been very good, or there wouldn't have been a rebellion.	Governor
896	There are three styles of hats popular these days, ranging from the cloth hat to the fancy, expensive sort made by the highest quality tailors.  Wizards like to enchant quality hats because they're lighter than helms and don't block your vision.  Also, a certain kind of conical hat seems easier to enchant than others.	Hats
897	Before the Silence was the Time of Wonders.  Magical creations handled all the hard labor– I wish I had one to do my chores.	Time of Wonders
898	All are equal before the majesty of the law:  Rich man as well as poor is prohibited from sleeping under bridges, stealing bread and begging for change.  –Voltaire	Majesty of Law
899	It's easier to let a barrel roll down hill than to push it up.  Sometimes it's better to just go with the flow.	Advice
900	Not all clay is created equal.  The best clay can be found in the bed of the rivers and streams flowing past Free Haven.	Clay
901	Some articles of clothing have been enchanted.  It will benefit you to wear these types of magic clothes.	Magic Clothes
902	Everyone should wear shoes, not just nobles and rich people!  What are you going to do if you hurt your feet?  How are you going to keep working?	Shoes
903	If I was smart, do ya think I'd be digging ditches for a living?  Be serious, please.	Intelligence
904	Grindstones are so hard to make and find, it's a wonder anyone ever becomes a miller.  I hear that Karigor has a great rock quarry that turns things like millstones out by the hundreds.  	Grindstones
905	Can you imagine the Elves starting a war over deforestation?  Where do you get wood if not from trees?  How am I supposed to make a living if I don't have lumber to shape and build with?	Timber Wars
906	Churches and kings seem to spend a lot of time thinking about paving stones and whatnot.  If it weren't for them, I would hardly have any work at all.	Church Design
907	"Why are there only twenty hours in a goblin day?

Ever see a goblin with twenty-four fingers and toes?"	Joke of the Day
908	Used to be plenty of game out west.  Not so much, these days. Maybe it has something to do with the blight that's been killing the plants in Pleasant Valley.	Game
909	Most people have too many problems of their own to help out a poor beggar like me, but the priests of the Temple of Baa always seem to have time and money or food for me.  I'm very grateful to them for helping me.	Temple of Baa
910	The blight everyone's been talking about has been killing all the cows!  Now tell me.  How's a soul supposed to make a living rustling cattle when there's no cattle to rustle?	Cow Shortage
911	Mogreds are extinct in Enroth, and almost extinct in Karigor.  They were over-hunted because of how valuable their horns are for enchanting.	Extinction
912	There's a paper shortage that's come up recently, and I can tell you, my clients do NOT like it.  It's amazing to hear some wealthy noble like Loretta Fleise complain about the cost of paper.  She probably has the largest pile of gold in the kingdom, perhaps even the world, and still she complains.	Paper
913	Based on worshipping nature and the world around us, this church cared less about the people and more about its selfish goals.  	Church of the Sun
914	I could certainly use a holiday.  How many clerks do you know of that work every day of the year?	Holidays
915	I know most people don't feel our job is important.  With the events recently, however, it's extremely important for us to keep order.  We will be as vigilant as ever!	Guards
916	I hope your luck is better than mine.  I've lost a lot of money on sure bets recently.  I think the bad luck of the Ironfists is rubbing off on me.	Luck
917	I hate Sundays!  It is ever so hard to get good help to work on Sunday.  Like it's different than any other day!  Humph.	Sundays
918	Baa changed my life for the better!  Surrender your will to Baa, and you will forever be free of doubt and pain!	Worship of Baa
919	I can't wait for the Circus of the Sun to get here.  I've been good all year, so hopefully my parents will take me to see it!	Circus
920	Placeholder	Placeholder
